source;target
9166;27632
9166;27631
9166;20226
9166;12995
9166;26345
9166;27674
27631;27632
27631;20226
27631;12995
27631;26345
27631;27674
432;741
61;7041
21475;2329
104;822
104;15790
104;24833
13328;24818
1803;3077
1803;24578
1803;12283
4895;248
4895;9608
22649;22650
6032;18141
8454;15815
27428;27427
22806;129
27872;112
16880;9970
24943;3634
30642;30643
24818;15536
28033;28032
3909;3912
5088;85
27509;12337
17089;1281
13848;14238
13848;14739
13848;248
13848;25294
24352;17183
694;8
17907;2243
256;843
28706;28707
16852;4091
16852;22079
16852;16851
72;620
72;3582
30126;30125
27754;23561
18898;188
16260;836
5961;3115
5961;221
24371;18288
23392;28935
837;19893
5257;11671
26519;26520
24593;24594
29185;29184
23956;13189
4534;28375
14739;248
14282;21313
48;25265
4501;2187
4501;2751
10862;24026
30142;248
15870;31342
7032;14327
7032;24069
7041;26178
7041;15790
17587;18802
16565;184
16565;1807
21781;12055
24002;20224
26946;26945
28523;22793
27413;27414
15763;15762
12180;5325
12180;27973
20534;498
23536;23537
30470;30471
30470;30472
28800;21489
28800;28796
28800;28801
18535;16337
18535;24876
16227;16228
19078;15299
25401;26201
27579;27581
27579;8181
148;8
148;3226
148;2121
818;2888
5176;318
5176;17928
25139;25140
4594;9301
15182;6109
15182;12587
25230;25077
22203;22202
16412;15423
16412;15693
23;377
23;8
23;139
21419;5620
1349;366
4681;11662
6352;21615
8215;22790
8215;22622
221;946
2450;6057
26916;26917
720;366
720;7199
19866;23890
27289;27285
27289;27286
27289;27288
23334;23333
4698;23561
1216;23895
10885;5325
10885;3020
26152;26732
14347;2848
27603;13189
4091;22079
4091;10497
4091;12832
18288;28166
139;377
139;8
2187;2751
2187;27272
18141;21433
26717;26718
20611;23305
20611;29267
20611;23902
20611;3020
24129;24128
552;27
8193;5325
19700;12242
16934;25563
5325;3020
13876;836
14839;11662
894;248
15242;16368
895;9608
781;112
24400;24402
23902;3020
50;293
50;2121
50;108
23888;20455
20626;20627
27288;27285
27288;27286
10549;10547
30368;4442
30368;30369
30368;30367
4602;4157
30831;30832
15693;15423
13661;17183
27686;208
27286;27285
24145;8181
27632;20226
27632;12995
27632;26345
27632;27674
30067;30066
24834;24835
13648;20319
28209;12062
377;8
14446;12340
13189;18759
946;8
16213;1440
23967;23966
4442;30369
4442;30367
184;1807
23796;23797
9959;24876
21489;28796
21489;28801
5187;14847
7445;6066
836;5996
836;30668
14818;3820
6919;248
26163;26272
208;1941
23583;23582
3823;3824
14416;27211
21057;30839
190;366
19967;112
19967;14150
29990;24815
8181;27581
30208;30209
15168;2888
16915;248
20896;28016
3312;4678
21629;7424
15211;15212
31393;10458
22353;24462
18659;11662
28796;28801
24151;23786
862;248
862;9608
30375;30374
15212;27661
30471;30472
30369;30367
21615;8359
27674;20226
27674;12995
27674;26345
28458;28457
19592;6549
6072;25841
20226;12995
20226;26345
5152;6549
20920;15312
8200;31592
14327;24069
2438;248
2438;9608
24590;24589
28566;28567
20455;771
21687;112
16312;19007
2516;817
248;3958
248;24444
248;9608
12995;26345
24004;8254
16817;13930
7199;366
15177;10030
18;8
8;3226
8;2121
112;14150
2121;3226
5996;2428
11662;3226
