source;target
4707;6957
12049;5040
14802;14801
5152;728
10384;9005
7041;3928
7041;99
7041;28847
7041;104
7041;2514
11754;5257
11754;11753
11754;4753
27325;8136
9005;16698
2678;4290
404;2723
423;593
423;2488
423;19967
423;108
423;1113
5457;13494
161;805
293;292
293;14055
28155;28156
28155;28157
3756;2238
1327;1907
4996;22824
4996;4417
4996;28311
4531;865
28830;28828
4242;2254
146;3712
5462;8172
921;10845
25961;25962
2103;2728
2103;2191
2103;4607
2103;1383
205;230
205;130
205;231
2746;13020
2746;2748
111;66
8898;5040
28847;99
630;2262
630;1405
13009;13008
563;753
563;4602
563;10
8028;1405
8181;30258
20760;2992
4936;9537
1933;9402
1933;9403
16852;18216
28157;28156
9147;7828
9147;12377
9147;14482
897;104
21790;21791
10891;5040
4607;2401
9311;13699
2426;10671
2426;13589
2426;27611
2426;1440
27647;1271
11265;731
73;2121
11917;7792
14360;14359
14360;9213
329;37
294;2121
75;10
11753;5257
11753;4753
15661;2238
36;1364
10854;2300
10099;833
4981;66
4981;864
2447;7647
4594;9301
4594;22713
4594;6957
13845;9213
3655;104
3655;15463
3655;39
14055;164
14055;4
14055;3989
14055;292
14055;2121
14055;108
684;700
2976;8207
12083;5040
15361;4417
1417;2238
9600;6957
15463;104
15463;39
5526;11167
864;104
864;3704
9403;9402
13020;2748
12975;12974
14359;9213
9729;7078
1913;774
104;39
104;702
104;37
104;3704
104;433
104;6970
2121;1010
2121;10124
2121;164
1440;10671
1440;13589
1440;27611
2346;108
5996;2401
390;753
7033;6017
2748;13413
1401;1010
2238;5257
2238;11398
2238;6957
26630;24274
15823;5257
11019;9213
9107;12373
13489;8299
9301;22713
5257;13307
5257;1362
5257;9467
5257;4753
5257;14924
164;4
164;3989
8975;4517
2502;28350
2502;8388
9015;5222
2262;1405
2262;2488
2262;8207
2262;5324
2262;1622
2262;12144
2262;2165
2262;800
2262;13661
782;2091
6071;37
6071;6074
28031;25426
6352;7796
6352;10307
800;2165
4496;12242
1189;2442
6083;11483
4697;6100
28350;8388
13589;10671
13589;27611
8653;4545
15275;15276
231;230
231;130
4460;4461
12071;12070
11564;2992
5359;2914
8427;8136
3763;8043
6957;9548
6957;11398
6957;6918
593;753
2821;37
9608;774
6074;8207
1010;552
1010;5052
1010;1611
1010;37
1010;1432
1010;722
20511;20510
753;4602
13246;10190
10415;4643
8872;8299
8388;700
1611;1099
1611;37
690;66
11532;11531
378;2134
378;204
378;130
37;1099
37;655
37;774
37;660
95;10
57;66
66;2052
10671;27611
7185;5040
9453;5040
9213;7217
8115;8950
2134;204
2134;130
22891;7012
8299;20255
9548;9550
230;130
22937;2052
290;10359
4;3989
15474;13973
13342;13344
12932;11015
12932;1074
660;774
130;204
396;774
1074;11015
1185;1704
