source;target
12181;10139
12181;2324
10100;10332
10100;401
14064;1956
22665;4363
7678;7676
8264;537
8264;104
2145;16565
10600;7382
859;2095
17012;7501
18635;1460
4096;9383
4096;20821
6068;912
6068;2345
29366;16217
29366;12846
24765;20640
2428;5846
2428;6230
2428;2262
2428;6229
3191;6379
9719;1414
16217;12846
18352;6429
18352;16493
10023;10316
1980;22721
12148;1218
5206;2776
902;4872
8871;22099
11337;832
3045;2488
3045;423
12050;2776
20461;20462
13120;13119
13120;6574
8431;21545
8431;1414
7399;10507
1218;8944
1218;832
1218;2262
1218;6379
1218;10473
1218;13112
15994;15993
25245;1460
6115;743
16262;10068
16262;2809
16262;16260
1394;6066
1394;7445
1394;26
1394;248
10068;2809
10068;16260
2837;1474
8461;6549
111;23
669;3037
20611;22907
13856;13857
517;47
517;7466
517;940
517;1510
30595;30594
3162;810
6574;1405
6574;13119
377;8
13540;13541
13661;2262
13661;14138
13750;6379
10836;10942
387;810
21143;21142
15190;19886
593;2548
593;2034
593;3958
10139;2324
15242;12017
15242;12472
1012;248
16260;2809
15134;15136
1904;3037
13112;3958
6351;2488
6351;248
7540;9167
13787;1474
5526;11167
5526;14434
18106;26
12468;26
6194;1466
3039;21025
16932;16931
19265;423
23459;6545
1767;1768
1059;8
1059;1975
836;1405
836;2262
7212;10075
13857;14985
13857;22767
290;26
290;23
7382;2095
15854;15853
11674;634
7041;433
12084;14946
8852;10075
7501;12330
12568;12569
12568;24199
16061;16059
6131;4996
634;12052
634;3839
23;412
23;26
23;8
507;423
940;47
1997;3958
9403;17069
9403;1460
9403;12404
2561;1460
2262;1405
2262;2488
2262;845
2262;12143
2262;14138
2262;11255
25544;1666
8136;6414
8136;8562
10076;1869
167;17463
167;11262
13032;13031
13032;15187
11638;5913
9392;14446
9392;9185
15303;14770
12789;10507
13899;2173
13899;9467
5962;917
18656;18657
31170;31300
16815;21788
25956;25957
15599;15598
12133;26
12133;12846
537;104
2450;6552
2450;13927
9425;9423
8224;9185
18274;2678
18274;18276
12529;1460
14434;11167
4459;4460
94;12478
5680;2345
128;21803
128;26
128;1432
12528;1460
1474;2381
1474;10096
1474;30191
1474;16817
1474;2380
1474;2678
15006;11975
15492;12259
13294;13827
2548;2034
2548;3958
4753;14945
6337;2498
6337;1460
6337;12404
322;26
743;2776
743;423
4439;4440
6429;16493
2512;2345
14359;14360
2345;912
2345;2488
2345;423
2345;1371
4252;248
10845;921
3958;2034
3958;10564
12020;10192
16335;16336
2488;423
832;1093
832;12906
7445;6066
14446;9185
31095;31092
6414;8562
2095;16565
5137;22721
5137;248
789;799
789;26
17577;17578
16723;1418
1093;26
1460;12404
1460;2498
1460;10860
1460;17069
30758;30759
16565;12932
16565;851
16565;19858
6379;4363
6379;12472
6379;4594
17561;17560
10507;5314
10507;13017
10507;24965
104;47
104;717
104;433
2380;2381
17069;12404
20228;203
21424;6965
13737;9935
26;252
26;794
26;799
25497;25496
1661;4440
3055;1956
3055;248
19308;248
27771;26263
16817;10096
16817;30191
22721;248
22721;784
22721;29930
2397;10075
22589;22588
2498;12404
2083;2801
4769;8965
10864;4440
17203;17204
10096;30191
1666;395
4594;12472
4996;13660
12305;12304
10075;390
10075;9537
12821;6352
8965;845
8139;4440
248;356
2648;3031
423;2776
4363;6938
